loss,accuracy,val_loss,val_accuracy,lr
0.9816616773605347,0.7660837173461914,1.4713685512542725,0.35131195187568665,1e-04
0.8186250329017639,0.8313553929328918,1.7831871509552002,0.3338192403316498,1e-04
0.7490915060043335,0.8691442608833313,2.3324337005615234,0.33236151933670044,1e-04
0.7044644951820374,0.8831980228424072,1.2524116039276123,0.6282798647880554,1e-04
0.6487228870391846,0.9081823825836182,0.805952787399292,0.8440233469009399,1e-04
0.6065650582313538,0.921299159526825,0.7488620281219482,0.8790087699890137,1e-04
0.5801149606704712,0.9281699061393738,0.9227619767189026,0.7769679427146912,1e-04
0.5759397149085999,0.9347283244132996,0.7940884828567505,0.8265306353569031,1e-04
0.5449103116989136,0.9412866830825806,0.7931222915649414,0.8688046932220459,1e-04
0.5216596126556396,0.9512804746627808,0.6533044576644897,0.9154518842697144,1e-04
0.5171312689781189,0.9512804746627808,0.6573148965835571,0.9125364422798157,1e-04
0.4900517761707306,0.9575265645980835,0.6616628170013428,0.909621000289917,1e-04
0.48026376962661743,0.9659587740898132,0.6428024768829346,0.9256559610366821,1e-04
0.47578558325767517,0.9631480574607849,0.6989845633506775,0.8921282887458801,1e-04
0.45994114875793457,0.974703311920166,0.6459665298461914,0.9169096350669861,1e-04
0.46535930037498474,0.9697064161300659,0.6416388750076294,0.9169096350669861,1e-04
0.44866666197776794,0.9759525060653687,0.6525323987007141,0.9198250770568848,1e-04
0.44480347633361816,0.9793878793716431,0.6691257953643799,0.918367326259613,1e-04
0.4390251040458679,0.9803248047828674,0.6412726640701294,0.9212828278541565,1e-04
0.43706807494163513,0.9787632822990417,0.6260070204734802,0.9256559610366821,1e-04
0.43267062306404114,0.9850093722343445,0.6483294367790222,0.918367326259613,1e-04
0.42787790298461914,0.9825109243392944,0.6591390371322632,0.9154518842697144,1e-04
0.4247235655784607,0.9856339693069458,0.6622465252876282,0.9169096350669861,1e-04
0.4199281334877014,0.9903185367584229,0.6508432030677795,0.9198250770568848,1e-04
0.4195682406425476,0.9878200888633728,0.689282238483429,0.9227405190467834,1e-04
0.4171425402164459,0.9878200888633728,0.6600183248519897,0.9212828278541565,1e-04
0.41149961948394775,0.9912554621696472,0.643273115158081,0.9212828278541565,2e-05
0.4103836119174957,0.9896939396858215,0.6397883296012878,0.9241982698440552,2e-05
0.4088328778743744,0.9912554621696472,0.6486115455627441,0.9212828278541565,2e-05
0.410453200340271,0.9928169846534729,0.6433979868888855,0.9256559610366821,2e-05
0.4121193587779999,0.9900062680244446,0.6485885977745056,0.9227405190467834,2e-05
0.40455344319343567,0.993129312992096,0.6549429297447205,0.9241982698440552,2e-05
0.40781059861183167,0.9918800592422485,0.6465379595756531,0.9227405190467834,4e-06
0.4080500304698944,0.9909431338310242,0.6439495086669922,0.9241982698440552,4e-06
0.40769854187965393,0.9937539100646973,0.6429396867752075,0.9256559610366821,4e-06
0.4081368148326874,0.9925046563148499,0.6429463624954224,0.9241982698440552,4e-06
0.40834125876426697,0.993129312992096,0.6457605361938477,0.9227405190467834,4e-06
0.403999388217926,0.9950031042098999,0.6457590460777283,0.9227405190467834,4e-06
0.40616273880004883,0.9928169846534729,0.6459612846374512,0.9227405190467834,8e-07
0.4074242413043976,0.9940662384033203,0.6468645334243774,0.9227405190467834,8e-07
0.40587475895881653,0.9937539100646973,0.646634042263031,0.9227405190467834,8e-07
0.4012903571128845,0.9940662384033203,0.6488118767738342,0.9227405190467834,8e-07
0.40307435393333435,0.9943785071372986,0.6468479037284851,0.9227405190467834,8e-07
0.40169766545295715,0.9943785071372986,0.645348310470581,0.9227405190467834,8e-07
0.40967032313346863,0.9903185367584229,0.6465227007865906,0.9227405190467834,1.6e-07
0.404719740152359,0.9934415817260742,0.6472287178039551,0.9227405190467834,1.6e-07
0.4046497046947479,0.9934415817260742,0.6458137035369873,0.9227405190467834,1.6e-07
0.40743547677993774,0.9943785071372986,0.6455613374710083,0.9212828278541565,1.6e-07
0.40042731165885925,0.9962523579597473,0.647821843624115,0.9227405190467834,1.6e-07
0.4061652421951294,0.9928169846534729,0.6445014476776123,0.9227405190467834,1.6e-07
