loss,accuracy,val_loss,val_accuracy,lr
0.7903466820716858,0.6341530084609985,0.9035276174545288,0.7245901823043823,1e-04
0.5828750133514404,0.785792350769043,0.7598963379859924,0.8087431788444519,1e-04
0.5172199606895447,0.8172131180763245,0.7652040719985962,0.8174863457679749,1e-04
0.4692440629005432,0.8390710353851318,0.6515162587165833,0.8459016680717468,1e-04
0.4377593696117401,0.8505464196205139,0.6664673089981079,0.8098360896110535,1e-04
0.4007747173309326,0.860109269618988,0.586163341999054,0.8677595853805542,1e-04
0.39033952355384827,0.86147540807724,0.5505274534225464,0.8513661026954651,1e-04
0.3603888750076294,0.8718579411506653,0.5558702945709229,0.8612021803855896,1e-04
0.34387877583503723,0.8797814249992371,0.5331619381904602,0.8459016680717468,1e-04
0.33500272035598755,0.8838797807693481,0.5250890254974365,0.8448087573051453,1e-04
0.3147656321525574,0.8896175026893616,0.4562426209449768,0.8622950911521912,1e-04
0.2933848798274994,0.9008196592330933,0.4580203592777252,0.8644808530807495,1e-04
0.29720041155815125,0.9035519361495972,0.5301824808120728,0.8207650184631348,1e-04
0.28009095788002014,0.9021857976913452,0.418400377035141,0.8579235076904297,1e-04
0.2737105190753937,0.9057376980781555,0.39031943678855896,0.8819671869277954,1e-04
0.26361703872680664,0.9054644703865051,0.4514109194278717,0.8459016680717468,1e-04
0.24065826833248138,0.91557377576828,0.43769800662994385,0.8666666746139526,1e-04
0.23405608534812927,0.9204918146133423,0.403195321559906,0.8622950911521912,1e-04
0.23045161366462708,0.9180327653884888,0.3651815354824066,0.8896175026893616,1e-04
0.21073447167873383,0.9273223876953125,0.3562858998775482,0.8819671869277954,1e-04
0.2024240642786026,0.9292349815368652,0.34930792450904846,0.8819671869277954,1e-04
0.2030637264251709,0.9325136542320251,0.3818351626396179,0.8677595853805542,1e-04
0.1905803382396698,0.9349727034568787,0.33394938707351685,0.8874316811561584,1e-04
0.19375213980674744,0.9327868819236755,0.33197665214538574,0.9092895984649658,1e-04
0.1898481398820877,0.9341530203819275,0.3626146912574768,0.8765027523040771,1e-04
0.16436849534511566,0.9393442869186401,0.314328134059906,0.8950819969177246,1e-04
0.1656268686056137,0.9453551769256592,0.397264301776886,0.8502732515335083,1e-04
0.15501083433628082,0.943989098072052,0.34922319650650024,0.8775956034660339,1e-04
0.15603956580162048,0.9450819492340088,0.3812154233455658,0.8622950911521912,1e-04
0.13953089714050293,0.9497267603874207,0.3691108822822571,0.8666666746139526,1e-04
0.14506295323371887,0.9469945430755615,0.3290668725967407,0.8852459192276001,1e-04
0.112135149538517,0.9628415107727051,0.3052288591861725,0.897267758846283,2e-05
0.09146153181791306,0.9693989157676697,0.2949826717376709,0.9092895984649658,2e-05
0.08828449994325638,0.9666666388511658,0.30849751830101013,0.902732253074646,2e-05
0.08869490772485733,0.9663934707641602,0.3126717507839203,0.908196747303009,2e-05
0.09033247828483582,0.9653005599975586,0.31910401582717896,0.8994535803794861,2e-05
0.08064915239810944,0.9693989157676697,0.3131196200847626,0.9092895984649658,2e-05
0.08134618401527405,0.9680327773094177,0.31662312150001526,0.9049180150032043,2e-05
0.07632038742303848,0.9718579053878784,0.31214383244514465,0.9071038365364075,4e-06
0.06895091384649277,0.9756830334663391,0.3130331337451935,0.9071038365364075,4e-06
0.07126253843307495,0.9718579053878784,0.31453174352645874,0.9071038365364075,4e-06
0.06873950362205505,0.9745901823043823,0.3160770833492279,0.908196747303009,4e-06
0.07020948082208633,0.9759562611579895,0.31641441583633423,0.9060109257698059,4e-06
0.0655040293931961,0.9762294888496399,0.31627559661865234,0.908196747303009,8e-07
0.06679585576057434,0.9773223996162415,0.31699585914611816,0.908196747303009,8e-07
0.07053547352552414,0.9759562611579895,0.317339688539505,0.908196747303009,8e-07
0.06839053332805634,0.9759562611579895,0.3194570541381836,0.9060109257698059,8e-07
0.06567225605249405,0.9748634099960327,0.3197437524795532,0.9071038365364075,8e-07
0.06463602930307388,0.9786885380744934,0.31991857290267944,0.9071038365364075,1.6e-07
0.07071204483509064,0.9743169546127319,0.32011643052101135,0.9071038365364075,1.6e-07
